molindx,Temperature,logS,rdf_eeq,rdf_alp,sdc,sdx,sa,dga,dgp,dgtot
1,288.15,5.62659,-0.1706,5514.21755,4.0849,0.0,2.1712,-5.8534,-51.2423,-49.8768
3,298.15,7.20786,-0.38812,5941.29478,3.8788,1.3091,2.76,-5.7576,-63.5038,-63.2179
4,289.15,6.27377,-0.14327,6854.16523,2.7612,0.0,1.8467,-4.3244,-42.5779,-40.2823
5,296.15,4.74493,-0.21739,6771.31093,5.8729,0.0,2.5896,-4.8391,-60.7557,-55.3247
7,298.15,5.29832,-0.21901,5256.94169,2.8006,0.0,1.8501,-13.9203,-36.8765,-47.9289
8,298.15,8.80872,-0.37432,5957.10518,3.4595,1.3021,2.5528,-5.7643,-58.4778,-59.9976
9,288.15,5.18171,-0.12253,6875.47856,2.1541,0.0,1.5576,-4.3381,-36.0656,-36.2756
10,298.15,6.27852,-0.15841,4129.40633,4.2648,0.0,1.8,-4.8556,-43.3877,-40.7984
11,293.15,6.59441,-0.24302,5549.51194,3.2563,0.0,2.008,-5.3155,-45.2403,-43.8166
14,298.15,4.23411,-0.16236,4125.60971,4.3393,0.0,1.8072,-4.8552,-43.5471,-40.8958
15,298.15,7.70111,-0.6072,6386.55519,3.6963,2.5304,3.3418,-5.6626,-75.2038,-77.2441
16,298.15,9.80804,-0.36685,5954.29371,3.5249,1.382,2.5686,-5.7659,-59.3317,-59.3943
17,298.15,7.54961,-0.56184,7751.87804,6.0141,1.21,3.5095,-4.6305,-78.68,-72.9442
18,298.15,5.99146,-0.15267,4215.73339,3.4941,0.0,1.7922,-4.1313,-42.9113,-41.6354
19,293.15,0.99322,-0.66667,16402.08148,10.3181,0.0,4.1139,0.8712,-92.9737,-68.7099
20,298.15,4.0413,-0.71023,19728.28795,10.2353,0.0,3.7024,-0.6365,-84.6758,-66.1344
21,298.15,2.84483,-0.70503,17551.58673,10.1387,0.0,3.8326,-1.7287,-87.2167,-68.665
22,298.15,1.54532,-0.78746,24569.44853,11.772,0.0,4.011,1.6079,-91.947,-68.1832
23,298.15,4.88975,-0.13748,4149.11104,3.6665,0.0,1.5286,-4.8661,-37.1639,-36.7603
24,298.15,4.77915,-0.63317,13563.76644,9.2338,0.0,3.6789,-3.9612,-83.3827,-68.5983
26,298.15,8.51719,-0.62375,4499.30626,2.6114,2.4366,2.8734,-4.734,-61.196,-62.1409
28,295.15,4.09426,-0.32422,11365.21286,7.2558,0.0,3.3893,-4.9323,-77.9269,-69.1295
29,298.15,5.2148,-0.33906,7819.12553,5.875,0.0,2.2769,-6.0243,-52.1725,-47.1371
30,298.15,1.14423,-0.80814,27202.3767,11.5052,0.0,3.833,2.7045,-88.1961,-64.9664
31,293.15,8.6759,-0.20076,1766.79853,1.9614,1.2315,1.7528,-3.7896,-36.2246,-36.4586
32,298.15,6.1484,-0.30005,6440.60763,5.2647,0.0,2.1739,-7.1544,-50.0462,-47.1191
33,298.15,6.36978,-0.33597,7798.79156,5.8556,0.0,2.2584,-6.0377,-52.1559,-47.3104
34,298.15,5.99146,-0.25955,5202.76716,4.5346,0.0,2.0559,-8.2783,-47.1287,-46.404
35,298.15,8.69951,-0.28935,4049.85367,3.0929,0.0,1.5213,-8.9661,-33.8701,-36.5245
36,298.15,5.29832,-0.19539,5240.04975,5.3515,0.0,2.0071,-3.8513,-48.0576,-42.6521
38,293.15,7.5909,-0.54453,7767.29118,5.8589,1.1883,3.3822,-4.634,-75.9512,-70.9814
41,298.15,8.29405,-0.6261,5956.42885,3.1257,1.3037,2.1913,-7.477,-46.7025,-49.4632
42,298.15,8.51719,-0.85795,2053.09102,0.0,3.9723,2.7968,-4.078,-55.0105,-59.0885
43,298.15,8.18312,-0.37472,4506.43414,3.8553,1.1958,2.2553,-4.7687,-52.1092,-52.5654
44,296.15,10.17732,-0.82703,6849.94592,3.4385,3.6366,3.8362,-5.5744,-84.7514,-90.3258
46,298.15,7.67786,-0.57252,6421.8575,2.6539,2.4449,2.8827,-5.681,-64.475,-68.173
47,288.15,5.29832,-0.37838,4501.8528,3.9698,1.1659,2.2895,-4.7662,-52.8822,-53.186
48,298.15,9.90929,-0.57124,6419.76543,2.7716,2.5868,2.9976,-5.6754,-67.2391,-69.553
49,293.15,5.85507,-0.48733,9269.34605,7.5651,0.0,3.4168,-3.6078,-76.0168,-63.3517
50,298.15,9.17684,-0.59135,6401.44482,3.2957,2.4841,3.1143,-5.6732,-69.8373,-72.7373
51,293.15,5.48065,-0.69377,14467.5748,7.8077,1.0571,3.6374,-0.1774,-82.5315,-71.4683
52,293.15,7.52297,-0.53619,7794.40933,5.2682,1.1451,3.1183,-4.6472,-70.0167,-67.3613
53,293.15,8.36181,-0.55244,7768.5576,5.903,1.1463,3.3981,-4.6327,-76.2526,-71.6581
54,298.15,4.09434,-0.98575,12389.40074,4.5734,2.1008,3.3672,-2.5938,-70.2549,-66.502
56,293.15,5.48061,-0.65146,12624.37039,7.3031,0.973,3.5298,-1.296,-79.3921,-71.3106
58,298.15,8.58298,-0.40029,6576.81946,1.3786,3.0708,2.7261,-6.5534,-62.4948,-63.561
59,293.15,6.23447,-0.64739,12584.86462,7.2022,1.0812,3.5835,-1.2926,-80.8665,-71.9896
60,286.15,8.10172,-1.13073,9361.01919,2.4566,4.6612,4.0985,-2.7808,-85.9894,-84.8883
61,293.15,4.36055,-1.47363,23727.81035,6.3027,2.5143,5.4087,-1.107,-113.2259,-87.7796
62,293.15,7.97255,-0.59284,9270.8889,6.3426,1.1034,3.4997,-3.516,-78.5728,-72.3946
63,293.15,7.03873,-0.63262,10889.03154,6.8911,1.0407,3.5596,-2.4011,-80.0705,-72.7007
64,293.15,6.70923,-0.63385,10883.78142,6.9117,1.036,3.6057,-2.3944,-81.1581,-73.0352
65,298.15,5.97889,-0.20164,3912.42967,2.9549,0.0,1.3185,-12.9322,-23.9518,-36.884
66,298.15,5.31812,-0.20382,5238.29664,5.7851,0.0,2.1057,-3.847,-50.3773,-44.0443
67,298.15,5.9135,-0.43059,8237.38707,6.845,0.0,2.431,-1.0433,-56.0127,-44.4235
69,298.15,7.37769,-1.21042,9507.90145,3.4698,4.0722,3.7532,0.9082,-75.9677,-64.9025
70,298.15,5.14749,-1.54659,23420.85974,7.0553,3.7745,6.0343,-8.1744,-118.5824,-106.4995
71,293.15,10.59663,-0.19323,2541.33217,3.1227,0.0,1.4177,-7.9735,-25.7043,-33.6779
72,293.15,5.99146,-0.56855,9114.07093,6.0261,0.0,2.7186,-7.6232,-58.4412,-51.1282
74,293.15,10.81987,-0.35837,3207.59201,2.209,1.1373,1.8367,-2.3465,-36.6512,-38.1447
75,298.15,5.38907,-0.20184,5235.59951,5.4958,0.0,2.0584,-3.8484,-49.2466,-43.3593
76,293.15,7.74066,-0.3293,5317.63986,3.5597,0.0,1.2087,-0.5393,-27.963,-22.4409
77,298.15,8.85358,-0.79735,8943.90638,7.5627,0.0,3.7766,2.3672,-73.0276,-27.6044
78,298.15,1.37877,-0.62206,18729.45564,10.0774,0.0,3.9025,1.5532,-89.4894,-61.4119
79,293.15,11.81303,-0.19431,2541.0809,3.1397,0.0,1.3937,-7.9734,-25.3326,-33.306
81,289.15,9.54674,-1.01656,9157.44306,2.4725,5.1992,4.5449,-6.4861,-99.7633,-106.2494
82,293.15,11.15625,-0.20342,2545.19007,2.844,0.0,1.3246,-7.967,-23.9495,-29.673
83,293.15,4.86758,-0.61969,26218.62982,9.6237,0.0,4.7745,-5.6346,-109.2711,-102.646
84,298.15,-0.21072,-0.14701,9283.72048,0.0,0.0,1.0263,-6.8068,-15.7502,-22.549
85,298.15,7.82004,-0.63496,4489.90666,3.0011,2.3887,3.0823,-4.735,-65.5007,-68.2406
86,298.15,8.48856,-0.36935,4592.29121,3.2132,1.2362,2.3096,-4.0408,-53.1445,-54.4541
87,298.15,5.8999,-0.74291,6740.67993,3.0264,1.9912,2.4952,2.5854,-54.2554,-43.5378
88,288.15,9.39351,-0.83215,6396.68655,1.9718,3.8564,3.7972,-5.6428,-80.6469,-84.5941
89,288.15,5.29789,-0.24717,7362.05328,5.7135,0.0,2.7713,-5.1593,-64.1992,-60.2481
90,298.15,3.71113,-0.24688,4420.97563,3.9317,0.0,1.8436,4.2865,-46.7765,-30.5422
91,298.15,7.69625,-0.46317,13814.41589,8.4038,0.0,3.2436,-0.3731,-74.8632,-60.0825
92,298.15,-3.04073,-0.22019,9497.72755,0.0,0.0,1.1033,-2.8436,-22.1191,-20.8477
93,293.15,7.09008,-0.40243,4386.59266,3.4623,1.1343,2.0738,-8.8042,-43.4577,-52.2619
94,288.15,8.18872,-0.34469,5699.77791,3.0503,1.2465,2.1264,-3.2416,-48.8033,-48.0167
95,303.15,6.80239,-0.28703,5078.77965,4.0607,0.0,1.8382,-12.3166,-37.7094,-45.0882
96,293.15,9.51044,-0.59056,9884.44406,7.7543,0.0,3.4494,-0.4573,-73.0213,-52.1182
97,293.15,7.69626,-0.33272,7342.11959,4.6325,1.5612,2.9889,-5.1813,-68.7804,-64.2832
98,293.15,6.49224,-0.18225,5442.20014,3.1694,0.0,1.6252,1.2419,-39.6959,-30.2215
100,298.15,9.17676,-0.33797,5706.23936,2.9127,1.2368,2.0823,-3.2448,-47.6898,-47.8685
101,298.15,5.18739,-0.16976,5261.95318,4.4125,0.0,1.6527,-3.8647,-39.5447,-37.2943
103,293.15,7.86327,-0.75775,8408.00722,5.5969,3.2013,4.0298,2.6371,-86.5777,-77.9498
104,285.15,7.20788,-0.89217,12059.97076,6.8222,2.3503,4.1112,-0.6851,-89.8627,-79.9974
105,298.15,6.90776,-0.63323,4483.56606,3.3696,2.3562,3.1739,-4.7392,-67.5188,-72.2579
106,293.15,6.54204,-0.44445,5418.87307,2.2951,1.2739,2.3284,1.2716,-51.164,-43.3698
107,298.15,7.09008,-0.63965,4486.37294,3.0316,2.3451,3.0078,-4.7374,-64.0869,-66.9809
108,293.15,6.76157,-0.50334,8672.2665,6.5577,0.0,2.8912,1.962,-67.2425,-51.8925
109,298.15,5.59842,-0.99218,12391.17422,4.4212,2.1041,3.2963,-2.5917,-68.6632,-66.7394
110,293.15,4.75359,-0.48283,6525.69518,4.2786,0.0,1.676,-6.1349,-35.1737,-28.358
111,293.15,6.48311,-0.83092,24162.58591,12.1204,0.0,5.6113,-5.9615,-123.5429,-96.7584
112,298.15,7.75791,-0.19103,4071.04289,4.5682,0.0,1.7192,-4.438,-40.7682,-40.4761
113,293.15,1.77495,-0.92728,32111.91068,12.3243,0.0,4.4186,7.5053,-98.5025,-65.5098
114,298.15,6.55106,-1.23958,9490.99956,3.6335,4.0274,3.8926,0.9171,-78.6411,-66.9125
115,298.15,8.96827,-0.35201,4525.7162,3.3618,1.2014,2.0608,-4.7748,-47.7109,-49.0608
116,298.15,5.85874,-0.35177,5701.56959,3.0511,1.2347,2.136,-3.2381,-48.7186,-48.49
117,293.15,5.12396,-0.17481,5449.96667,3.0588,0.0,1.5429,1.2373,-37.8671,-30.6901
119,298.15,1.83278,-0.0781,6316.83841,1.8371,0.0,0.9347,0.7156,-22.3302,-18.482
120,298.15,7.74932,-0.19831,4075.8859,4.5857,0.0,1.736,-4.4347,-41.1681,-40.3925
121,298.15,7.75791,-0.60885,4501.01564,2.9414,2.4198,3.02,-4.7497,-63.8756,-68.6253
124,298.15,7.64492,-0.12774,2956.582,3.7348,0.0,1.107,-3.8745,-27.639,-25.8814
125,298.15,2.19724,-0.41165,9870.90353,7.1192,0.0,2.5565,-0.3971,-59.2803,-45.8034
126,298.15,9.30565,-0.61467,4507.00819,2.5783,2.4178,2.813,-4.7496,-59.7086,-62.6208
127,298.15,5.75574,-0.28405,5080.48466,3.9853,0.0,1.8335,-12.3174,-37.6675,-44.8438
128,298.15,7.39634,-0.1916,4072.53531,4.5393,0.0,1.7214,-4.4384,-40.814,-40.4594
129,285.15,7.24418,-0.94213,13910.02154,7.9449,2.3063,4.3947,0.4494,-96.1496,-83.8962
130,298.15,3.766,-0.14099,5574.15485,4.3423,0.0,1.3487,-0.9682,-33.5717,-29.0566
131,298.15,8.79526,-1.10494,12220.11003,6.5122,2.8712,4.1627,2.9867,-88.7012,-72.6993
132,298.15,9.95228,-0.80825,6863.75956,3.1386,3.6833,3.6857,-5.5815,-81.4486,-87.0301
133,298.15,8.10168,-1.09042,12325.47096,6.437,2.9097,4.3738,3.7213,-94.4693,-79.2148
134,298.15,9.10498,-0.89232,14058.09951,11.3814,0.0,5.6363,-4.5212,-116.5323,-73.8199
135,292.15,10.32876,-0.79067,6884.67433,2.6193,3.6942,3.4181,-5.5959,-75.5231,-81.1191
136,298.15,7.22984,-0.50748,7134.08859,6.0332,0.0,2.0132,1.078,-45.5958,-22.9868
138,293.15,8.55641,-0.38659,2937.87734,3.2807,1.062,2.0998,-3.8491,-43.9145,-47.7636
139,293.15,11.17041,-0.35021,2580.70908,2.1007,1.0779,2.4031,-8.3648,-41.6506,-38.8352
140,298.15,8.04559,-0.47119,5809.73883,5.3936,0.0,1.8798,-0.0461,-42.4542,-23.7544
141,298.15,8.47589,-0.39445,4674.72278,3.2963,1.2445,2.1018,-0.2043,-49.8418,-44.0135
142,298.15,2.07944,-0.21714,8554.2458,3.1195,0.0,1.4159,-5.9617,-31.8445,-37.5819
144,298.15,5.53736,-0.60517,13226.03881,8.5044,0.0,2.8968,-1.8889,-65.2084,-50.3621
145,298.15,6.62814,-0.64152,15151.68242,9.1107,0.0,2.9708,-0.7695,-67.0581,-50.446
146,293.15,3.2581,-0.08182,6319.55071,1.8623,0.0,0.9451,0.7196,-22.3762,-17.8282
147,298.15,2.09186,-0.54789,13443.64922,5.9032,1.0815,2.9599,-15.3087,-66.7771,-82.0858
148,298.15,5.66988,-0.47297,7475.14802,7.2286,0.0,2.9005,-2.6253,-64.1996,-50.2636
149,298.15,5.98901,-0.65426,17275.97283,9.0605,0.0,2.7738,0.3356,-62.9175,-47.4736
150,293.15,5.54908,-0.41244,5665.63464,4.9434,1.1109,2.4386,-3.7646,-55.9958,-54.1362
151,298.15,4.90531,-0.67657,17228.86349,9.144,0.0,2.9654,0.3406,-67.1189,-49.2346
152,298.15,10.23279,-0.64286,8790.34625,6.3027,0.9887,2.7272,-0.7307,-61.5543,-55.8921
153,298.15,2.94444,-0.47362,7468.84311,7.1163,0.0,2.8703,-2.6265,-63.5276,-49.8649
154,298.15,5.8861,-0.43222,4417.00615,2.9257,1.1456,1.9448,-8.8626,-40.8574,-49.72
155,298.15,8.88184,-1.15771,14075.50722,7.3024,2.9013,4.4542,4.1099,-95.0239,-75.7146
156,293.15,5.14749,-0.09592,5037.58268,2.716,0.0,1.0925,-0.8121,-26.5464,-23.2762
157,298.15,9.6486,-0.52016,8837.62108,6.9258,0.0,2.5042,-0.8339,-56.1614,-44.5248
158,283.15,9.04782,-0.653,5669.62784,3.3699,2.3427,3.0169,-3.7416,-63.6573,-65.3389
159,298.15,6.82437,-1.16118,17862.46754,8.1645,1.9409,4.5265,3.8492,-95.6484,-74.7392
160,298.15,5.24706,-0.51228,14110.48613,7.3954,0.0,2.3685,4.9456,-50.4152,-35.3373
161,298.15,5.29828,-0.53157,16074.08355,7.6454,0.0,2.3721,6.0529,-50.5899,-34.4878
162,293.15,4.78749,-0.23564,13125.92406,0.0,0.0,0.8287,-1.7732,-14.9698,-10.1911
163,298.15,5.13587,-0.55835,18154.9251,7.9354,0.0,2.3904,7.1637,-51.1725,-33.7112
165,298.15,5.57977,-0.35754,6338.65889,2.9128,1.1982,2.0036,-2.9689,-45.3523,-44.1923
166,288.15,11.73604,-0.0944,1895.57148,2.1142,0.0,0.9148,-1.4718,-15.9277,-15.7941
168,298.15,6.69709,-0.44297,9033.09553,6.4508,0.0,2.2903,1.6201,-48.3297,-37.2621
170,298.15,4.40807,-0.43261,9254.30173,4.1393,0.0,1.502,3.2266,-32.6428,-19.0307
171,293.15,8.55641,-0.5462,7281.5537,4.9306,1.0143,3.3717,-4.049,-67.9201,-66.9804
172,298.15,6.2585,-0.3125,5656.29016,5.6955,0.0,2.3171,-3.7438,-53.3043,-45.682
173,298.15,6.13119,-0.46716,10603.65685,6.787,0.0,2.3277,2.7278,-49.2419,-36.7773
174,293.15,5.4161,-0.11743,3911.60184,3.5019,0.0,1.2141,-2.3414,-30.051,-27.3444
175,298.15,4.49312,-0.25872,5735.03474,4.4946,0.0,1.5392,-9.0225,-35.5084,-44.5308
176,293.15,12.02575,-0.06916,857.18664,2.0756,0.0,0.9797,-2.9104,-19.5388,-19.4551
177,293.15,9.79813,-0.38821,2938.05296,3.2956,1.0583,2.0731,-3.8486,-43.4849,-47.3335
179,298.15,5.66647,-0.5973,15186.83933,8.7748,0.0,3.1087,-0.35,-70.3744,-54.6409
180,293.15,4.79579,-0.10373,5031.08402,2.9027,0.0,1.1801,-0.8092,-28.7665,-24.8353
181,298.15,9.15905,-0.39342,6194.34982,5.7911,0.0,2.2385,-0.598,-46.926,-38.4854
182,293.15,10.77059,-0.32641,3910.63867,5.0603,0.0,2.1481,-2.8206,-44.6414,-39.2442
183,298.15,4.27667,-0.12464,6938.81597,2.0409,0.0,0.922,4.5494,-19.0241,-12.3158
184,296.15,1.90211,-0.85061,42650.4043,11.0551,0.0,2.9461,13.9943,-67.6447,-36.2815
185,298.15,9.20029,-1.12763,15467.97306,6.5163,2.744,4.129,5.7545,-87.7118,-70.088
186,298.15,10.93311,-0.36234,4991.34068,5.4724,0.0,2.2218,-1.713,-46.3361,-39.2097
187,298.15,4.76226,-0.31176,7910.61276,2.7597,0.0,1.6381,5.323,-30.5055,-17.1333
190,298.15,7.86711,-0.41869,7544.86252,6.1746,0.0,2.2963,0.5107,-48.2384,-38.2752
191,298.15,2.00279,-0.7084,21784.26706,9.911,0.0,3.2802,2.9964,-74.7532,-53.9126
192,298.15,9.54681,-1.27914,19520.85245,8.7154,2.6896,5.2771,4.2211,-112.2436,-90.8783
193,298.15,-0.82098,-0.04842,9344.40994,0.0,0.0,0.5913,3.7777,-12.68,-6.1982
195,293.15,10.59663,-0.42604,3985.26717,3.933,1.1461,2.881,0.0304,-60.5176,-52.8348
196,293.15,7.07471,-0.30411,5682.13842,5.2806,0.0,2.1281,-3.7455,-48.8575,-43.1458
197,293.15,1.98819,-0.06637,7747.73523,1.0944,0.0,0.8285,2.249,-19.1718,-13.5796
198,293.15,8.55641,-0.63805,2962.91288,0.0,2.8628,2.3136,-9.1345,-46.1081,-55.2426
199,298.15,6.90776,-0.59039,7762.06572,5.0892,1.9288,3.409,-4.6017,-73.5827,-69.8918
200,288.15,4.60517,-0.24144,8836.77423,5.2154,0.0,2.5237,-4.058,-58.2599,-56.0906
201,298.15,2.19724,-0.40762,9862.43874,7.3035,0.0,2.5834,-0.4007,-59.973,-46.2649
202,293.15,2.45959,-0.96537,60293.05526,12.609,0.0,3.024,19.5484,-70.2703,-32.9269
203,298.15,7.18546,-0.58356,11428.99708,7.5857,0.0,2.575,-2.9978,-57.9701,-47.9481
204,298.15,5.62978,-0.70202,14552.23272,8.8567,0.0,3.917,-10.3793,-82.0307,-70.5745
205,293.15,-2.68825,-0.38444,24555.85233,4.3348,0.0,2.8993,-5.6962,-65.3465,-55.9957
206,298.15,0.08047,-0.74492,26846.07109,10.4825,0.0,3.2064,5.2106,-73.6421,-52.0025
207,298.15,7.71422,-1.52445,25165.68664,8.1157,2.2348,5.9196,-6.6024,-115.7511,-96.2934
208,293.15,3.91202,-0.10228,5025.65935,2.9761,0.0,1.2146,-0.8116,-29.6553,-25.9988
209,295.15,8.0064,-0.73393,12480.66036,7.7851,1.0636,3.576,-5.2789,-76.8132,-67.9982
211,293.15,7.6009,-0.45069,5426.95717,1.7128,2.9463,2.6147,-3.0587,-52.4519,-56.1087
212,298.15,6.947,-0.51123,10459.80944,6.8925,0.0,2.6472,0.7006,-59.6447,-47.2387
213,293.15,-1.60944,-0.86843,46362.97095,11.4393,0.0,2.9827,15.1279,-68.6707,-36.2476
215,298.15,9.56808,-0.65626,4547.86973,2.3295,2.5852,3.1839,-5.1814,-69.4712,-71.8251
216,298.15,6.45981,-0.34292,6131.75289,5.3882,0.0,2.055,-3.6553,-46.0697,-36.2821
217,298.15,6.98481,-0.58056,14045.33694,7.7324,0.0,2.8063,2.9305,-63.6518,-47.6514
218,298.15,8.79482,-1.15281,14194.53592,6.0787,2.9143,4.1869,4.8172,-89.7856,-74.5855
219,293.15,-4e-05,-0.53949,19869.43503,9.6624,0.0,3.4292,0.2472,-79.8634,-62.5833
220,298.15,9.61628,-1.05183,12832.87079,4.3725,2.8761,3.5981,0.0963,-75.7883,-66.3632
221,298.15,8.13118,-0.4181,4943.59192,2.7813,0.0,0.1384,-1.7615,-9.4127,-19.4733
222,298.15,0.3001,-0.29327,10704.36964,5.4332,0.0,1.6326,-14.4218,-38.2676,-52.6894
223,298.15,5.00396,-0.45227,8441.25359,4.6357,1.1437,2.8351,-10.2173,-62.4762,-67.4104
224,296.15,5.05635,-0.66958,8556.78666,2.6594,2.801,3.5311,-11.0474,-75.2274,-80.7001
225,303.15,6.76004,-0.23141,5184.08796,5.1806,0.0,1.7947,-3.4311,-42.2309,-40.572
226,303.15,5.07517,-0.29325,7037.94018,5.1391,0.0,1.6155,-8.0247,-36.9946,-45.0193
232,298.15,8.29405,-0.45426,7519.00491,6.7136,0.0,2.6561,-2.6321,-58.7507,-47.774
233,298.15,6.90776,-1.07666,7505.20409,3.3685,3.8614,3.7078,-1.7292,-73.6594,-69.3554
235,282.15,9.91847,-0.76921,8337.91395,2.1078,3.8431,3.58,-4.0534,-78.8107,-82.8642
238,298.15,7.45008,-0.53458,3981.77703,3.6977,1.3013,2.871,-3.6813,-59.1216,-56.2429
239,298.15,6.08904,-0.10773,3928.58514,3.0468,0.0,1.0309,-2.3437,-25.4774,-23.2506
240,289.15,8.36637,-0.64738,5030.45038,3.3192,1.8009,2.0759,-0.9959,-43.058,-37.6972
241,293.15,5.60947,-0.11606,3914.18433,3.4194,0.0,1.1849,-2.3425,-29.3002,-26.6744
242,293.15,2.44235,-0.65762,18244.80185,8.6549,0.0,2.8904,4.0381,-65.0501,-44.2902
243,298.15,7.6009,-0.14523,2866.71986,3.0698,0.0,0.7928,-7.916,-15.576,-23.492
244,293.15,8.66567,-0.2247,4048.32275,2.9793,0.6756,1.5224,-1.8447,-31.4994,-33.3441
245,293.15,9.43345,-0.39053,4680.26779,3.0706,0.0,2.3305,-6.9635,-40.9453,-35.8387
246,293.15,-0.10541,-0.46561,23060.24566,5.483,0.0,2.9657,1.6589,-60.2587,-36.1538
247,372.15,10.463,-0.9807,7884.54696,2.9571,3.9695,3.8197,-5.3218,-77.4874,-82.8092
248,293.15,8.37931,-0.86481,14366.38821,8.9119,1.1037,4.9947,-5.9591,-102.1043,-86.6618
249,293.15,4.13357,-0.09511,5047.82313,2.4915,0.0,1.0069,-0.8122,-24.4855,-21.2067
250,293.15,5.71369,-0.73058,6927.55136,5.5069,2.0498,3.6779,-2.7175,-77.2761,-79.9936
251,293.15,4.68219,-0.58363,14136.33296,8.2174,0.0,2.8499,1.8099,-63.8323,-46.2406
252,293.15,8.96827,-0.34895,5026.24859,1.6001,1.2422,1.7898,-0.7737,-37.1778,-35.2416
255,293.15,3.38011,-0.08143,6310.33135,2.0089,0.0,0.9982,0.7184,-23.9201,-19.5217
256,298.15,-1.30933,-0.84075,39482.92094,10.8792,0.0,2.9295,12.9109,-67.228,-37.1424
257,298.15,6.98472,-0.52972,10589.96595,7.6766,0.0,2.8217,-0.4113,-62.835,-47.7977
258,288.15,5.66985,-0.57513,6131.28023,3.1108,2.3169,2.7904,-3.1483,-62.2734,-65.4217
259,298.15,4.90517,-0.57627,13262.2342,7.8988,0.0,2.9853,-1.4539,-67.2781,-53.6114
260,298.15,2.41591,-0.63627,18179.14818,8.473,0.0,2.7861,4.0242,-62.7294,-43.1662
261,303.15,7.64683,-0.38309,5661.9961,4.8462,1.0971,2.3965,-3.6616,-55.4943,-54.1702
263,298.15,10.40426,-0.70351,7547.2589,4.6543,2.2681,3.7096,-1.61,-78.6504,-78.1752
264,297.15,1.38629,-0.65248,25876.82347,9.3699,0.0,2.8564,-0.3619,-65.2242,-49.2608
265,298.15,4.46935,-0.64998,17292.65422,8.7739,0.0,3.125,0.7751,-70.8579,-53.7516
266,298.15,2.48497,-0.644,20658.07083,9.4778,0.0,3.1266,2.1311,-71.389,-54.0412
267,298.15,2.30248,-0.39678,12064.55957,6.0693,0.0,1.8189,-10.1103,-42.6491,-41.9577
268,293.15,2.68102,-0.12154,4918.27744,2.1217,0.0,0.8903,-4.8504,-17.879,-22.7294
269,298.15,9.90349,-0.54158,8421.0609,7.0567,0.0,3.1911,-1.6833,-66.5661,-50.7112
270,293.15,2.68785,-0.41427,14155.63598,7.5682,0.0,3.3168,3.3064,-74.7389,-38.8493
271,293.15,5.78383,-0.34304,8744.34293,5.9827,0.0,1.9006,1.601,-42.945,-25.7203
272,298.15,6.32794,-0.95228,12094.43285,4.5888,2.0074,3.0054,-0.922,-62.593,-55.0159
273,298.15,4.54231,-0.59769,16173.2088,8.8304,0.0,3.1345,-0.0893,-71.0509,-55.1741
275,300.15,8.16052,-1.05384,26856.36883,10.6729,2.9177,5.9837,4.6092,-132.8694,-114.9369
276,293.15,5.80585,-0.59625,14185.9562,8.2032,0.0,2.8761,1.8305,-64.4396,-46.5474
277,298.15,5.99969,-1.19574,17520.27106,3.9633,3.242,3.8719,-5.7275,-76.1657,-76.154
278,298.15,3.52344,-0.63562,18349.78823,9.4276,0.0,3.2604,1.0293,-74.0408,-55.7664
279,295.15,8.537,-0.53418,5752.72264,3.9202,0.9497,1.9134,-4.4571,-40.3914,-38.285
280,298.15,1.38633,-0.60816,27108.2372,10.3374,0.0,3.3326,3.6853,-78.7468,-58.8671
281,293.15,8.19974,-0.60942,13666.09664,9.6964,0.0,3.8793,3.3179,-87.7388,-34.4694
282,293.15,7.9338,-0.25851,4576.01148,3.2351,1.1499,2.1299,-5.2101,-49.9372,-49.2937
283,298.15,5.88888,-0.15834,3917.299,4.2371,0.0,1.1574,-2.8757,-28.6882,-25.4067
284,298.15,8.84937,-0.56391,4920.49383,3.1502,2.3318,2.5433,-4.6896,-56.9066,-61.5962
285,295.15,8.84217,-0.66806,8059.23249,5.5192,1.8773,3.3173,-1.5214,-73.7206,-70.4367
286,293.15,6.21559,-0.75057,3345.88746,0.9816,3.6628,3.2267,-4.5916,-65.7012,-68.8044
287,293.15,0.09531,-0.70044,22746.15936,9.0878,0.0,2.8802,6.2526,-65.0775,-42.2367
288,288.15,3.68881,-0.20668,10400.71386,5.2485,0.0,2.4792,-11.2401,-58.8972,-60.6486
289,293.15,7.6009,-0.28271,4343.01565,4.5087,0.8591,1.9914,-1.8367,-46.8931,-42.9757
290,298.15,8.16052,-1.1826,18157.58367,8.127,2.4441,4.4249,6.3405,-94.4397,-73.4044
291,294.15,4.70048,-0.73358,13141.3239,8.8503,0.0,3.7392,-0.6958,-82.242,-58.8252
293,293.15,7.42058,-0.31826,4985.27357,1.8617,1.2425,1.7786,-0.5328,-41.2755,-41.8083
294,293.15,0.73789,-0.06341,7753.17469,0.9324,0.0,0.7707,2.2468,-17.706,-12.5952
295,298.15,8.8465,-0.14533,2922.51292,3.5238,0.0,0.8171,-3.4658,-19.8831,-23.3489
296,293.15,3.68888,-0.404,14172.35728,7.2383,0.0,3.1978,3.3052,-71.6765,-37.0969
297,298.15,5.73665,-0.65099,17172.26036,8.9522,0.0,2.7623,0.2118,-62.4419,-47.333
298,298.15,7.24423,-1.04327,7516.9671,3.3227,3.7842,3.6823,-1.7277,-72.9344,-69.0133
300,287.15,9.96164,-0.54386,6162.16221,2.3856,2.42,2.5166,-3.1567,-55.9872,-59.1438
